RGIId,lon,lat,do_we_have_an_observation_in_middle_fifth,Frontal_ablation_2000_to_2010_gt_per_yr_mean,Frontal_ablation_2000_to_2010_gt_per_yr_mean_err,Frontal_ablation_2010_to_2020_gt_per_yr_mean,Frontal_ablation_2010_to_2020_gt_per_yr_mean_err,Number_of_children
RGI60-07.01506,19.05348903,78.57897801,1,0.34250068,0.097546742,0.200736559,0.145803719,0
RGI60-07.01507,21.03662438,78.85227142,0,0.038762337,0.0192983,0.021190341,0.009163165,0
RGI60-07.01510,19.46976708,79.76807663,0,0.138219384,0.08451019,0.155238376,0.02677173,0
RGI60-07.01511,18.73248806,78.48583588,0,0.054400448,0.029029101,0.085235025,0.018129551,0
RGI60-07.01512,18.7775879,78.52104833,0,0.006283483,0.004937845,0.003687261,0.002468079,0
RGI60-07.01534,18.84635797,79.78678532,0,0.065600049,0.054109771,0.038686135,0.020235832,0
RGI60-07.01546,23.14129055,77.56645721,0,0.031716687,0.029159259,0.071405443,0.044294542,0
RGI60-07.01554,23.95108598,77.82547081,1,0.403748226,0.331724063,0.722339878,0.266322597,0
RGI60-07.01558,21.75265569,78.5415024,0,0.030464961,0.024778649,0.012260578,0.006949493,0
RGI60-07.01559,18.92607243,79.10471644,0,0.082774503,0.0710419,0.139983091,0.029044943,2
RGI60-07.01560,20.45088864,78.88879639,0,0.150665591,0.102697702,0.106427118,0.060113662,0
RGI60-07.01561,19.47763996,79.14965232,1,0.039154117,0.03167178,0.013065376,0.002074932,0
RGI60-07.01563,18.84320878,79.15329259,0,0.001241777,0.001617469,0.000103163,0.000269899,0
RGI60-07.01575,-8.21967154,71.13086289,0,0.001437709,0.001483407,0.001168676,0.001232428,0
RGI60-07.01576,-8.189928653,71.13511876,0,0.000190285,0.000191805,0,0,0
RGI60-07.01577,-8.155224547,71.14240942,0,0.000704692,0.000991269,0.000477193,0.000969424,0
RGI60-07.01578,-8.121998032,71.14352341,0,0.000142702,0.000204707,8.22E-05,0.000193992,0
RGI60-07.01581,-8.000792112,71.0975057,0,0.000207349,0.000250783,0.000144754,0.000247392,0
RGI60-07.01582,-8.001256389,71.09324997,0,0.000438631,0.000460435,0.000421503,0.000455182,0
RGI60-09.00051,56.58309105,75.0573937,0,0.066524656,0.029123061,0.081549088,0.017437412,0
RGI60-09.00053,56.96787975,74.697106,0,0.025639162,0.01748302,0.016580456,0.011596301,0
RGI60-09.00055,65.62542181,75.91760607,1,0.008034407,0.008590302,0.004456976,0.002730088,0
RGI60-09.00057,58.54413918,75.6068885,0,0.139523064,0.047969257,0.177591808,0.06228292,0
RGI60-09.00061,61.27875613,76.11828949,0,0.066932939,0.029455691,0.070187898,0.033174301,0
RGI60-09.00065,62.78973956,75.54404727,0,0.093265357,0.065213414,0.209368926,0.065480821,0
RGI60-09.00066,64.20583919,76.25307728,0,0.058536629,0.028559777,0.10291958,0.025024249,0
RGI60-09.00069,58.35935231,75.54982765,0,0.048920296,0.030050313,0.10416088,0.020289281,0
RGI60-09.00070,66.10898746,76.58938874,1,0.040418975,0.018693785,0.075585905,0.011062388,2
RGI60-09.00072,66.12598928,76.47422677,1,0.210175482,0.02472872,0.498185899,0.031429672,0
RGI60-09.00077,58.01480959,75.30965476,0,0.198276894,0.062288102,0.295072231,0.073656677,2
RGI60-09.00080,64.38953301,76.28706186,0,0.043435071,0.023390288,0.066185449,0.019522059,0
RGI60-09.00081,62.64518719,76.15716438,0,0.067258398,0.029157604,0.127678356,0.02231243,0
RGI60-09.00087,64.2607892,75.7376328,1,0.080244312,0.023326433,0.132516305,0.013524499,0
RGI60-09.00088,58.90601573,75.73948447,0,0.136387569,0.036676359,0.243495013,0.065013726,0
RGI60-09.00090,64.54234893,76.32945668,0,0.026730318,0.011289503,0.021249375,0.004963751,0
RGI60-09.00092,64.88945407,76.42346145,1,0.020832105,0.008871386,0.020941019,0.009214885,0
RGI60-09.00094,64.96731703,75.80889166,1,0.013643497,0.009629123,0.014419455,0.007186768,0
RGI60-09.00111,66.07774185,75.99124839,1,0.040099841,0.026062433,0.03610488,0.016532108,0
RGI60-09.00114,61.84494916,75.42770187,0,0.049748255,0.034514418,0.147361028,0.081539255,0
RGI60-09.00116,60.80208409,75.15584817,0,0.116031353,0.050734853,0.178864595,0.038747259,0
RGI60-09.00118,59.83189984,75.02212352,0,0.0194186,0.016220937,0.05139102,0.012654604,0
RGI60-09.00120,59.04457155,74.77208821,0,0.012857231,0.01262126,0.001256127,0.001374047,0
RGI60-09.00123,58.15460717,74.56185699,0,0.010236329,0.013189333,0.011074994,0.006065797,0
RGI60-09.00126,56.56730815,74.63756323,0,0.000467663,0.001442989,0,0,0
RGI60-09.00132,57.11403414,75.21779137,0,0.080151824,0.040285114,0.115065589,0.026130865,0
RGI60-09.00134,59.94307881,75.88919206,0,0.096382718,0.051235843,0.191225216,0.054860538,0
RGI60-09.00136,60.92186461,75.99830789,0,0.153880234,0.065580795,0.233765844,0.0461545,2
RGI60-09.00139,63.51605221,76.25229366,0,0.093924735,0.031451665,0.152696814,0.013650048,0
RGI60-09.00141,64.84567643,76.32984785,0,0.087730434,0.010423329,0.073020748,0.003535999,0
RGI60-09.00144,65.47595273,76.45958476,0,0.005813677,0.003383616,0.00771502,0.004794534,0
RGI60-09.00149,66.71914145,76.81264808,1,0.031923989,0.010623207,0.034278681,0.008468376,0
RGI60-09.00367,57.35225034,74.19664275,0,0.025335745,0.014267756,0.033011164,0.017707558,0
RGI60-09.00369,55.79820237,74.33655307,0,0.012127008,0.019635008,0.026674063,0.017037,0
RGI60-09.00493,97.57941511,80.15655235,1,0.009956861,0.009458704,0.005286373,0.004434049,0
RGI60-09.00495,97.99668235,80.03897539,1,0.024887724,0.022380923,0.060028101,0.013879458,0
RGI60-09.00498,97.57312283,79.85745525,1,0.086876599,0.050340319,0.39020539,0.046359357,0
RGI60-09.00500,99.81149712,79.49821169,1,0.018713308,0.006301346,0.022122465,0.005909081,0
RGI60-09.00502,99.15222517,79.27086393,1,0.002214034,0.002576876,0.000297003,0.000266625,0
RGI60-09.00503,99.22733303,79.24312724,1,0.021882341,0.00843333,0.021932723,0.008738799,0
RGI60-09.00505,99.44544276,79.18892226,1,0.002132532,0.001484546,0.001467448,0.000881395,0
RGI60-09.00506,99.56911553,79.15345143,1,0.011201811,0.009147983,0.004938694,0.003629855,0
RGI60-09.00507,99.78359842,79.05152211,1,0.090733292,0.054433041,0.034816033,0.020377362,0
RGI60-09.00508,99.6408056,78.87500943,1,0.09537753,0.037397709,0.022259628,0.012038435,0
RGI60-09.00515,98.22380383,79.82063518,1,0.114953668,0.089972347,1.426391744,0.111652835,0
RGI60-09.00516,96.77590147,80.10384457,1,0.025999061,0.015548708,0.015052823,0.008585142,0
RGI60-09.00517,97.03779465,80.12495885,1,0.011222808,0.009911315,0.00476375,0.005489079,0
RGI60-09.00518,94.3454733,80.06618083,1,0.009021854,0.007492728,0.002196895,0.002435958,0
RGI60-09.00519,95.61615717,81.24713149,1,0.034228435,0.014460842,0.034619676,0.015231457,0
RGI60-09.00520,90.89374948,81.12966183,1,0.309458256,0.087705523,0.353235314,0.102047928,0
RGI60-09.00526,100.9682302,78.7555758,0,0.002132012,0.002273088,0.000944883,0.000849268,0
RGI60-09.00571,101.6972482,78.94401348,0,0.000986456,0.000577069,0.003971853,0.002809539,0
RGI60-09.00576,101.285922,78.74971611,0,0.024496356,0.013459937,0.021423869,0.0034524,0
RGI60-09.00578,101.0040067,78.93889645,0,0.005954594,0.005264636,0.004878918,0.003189389,0
RGI60-09.00583,54.72883601,80.37063323,0,0.002232665,0.002547024,0.000685994,0.000929385,0
RGI60-09.00585,52.80812191,80.17359995,0,0.025522889,0.016065687,0.022799301,0.013931113,0
RGI60-09.00586,53.56312723,80.21268547,0,0.015495063,0.012447627,0.010831917,0.004411053,0
RGI60-09.00588,53.59061792,80.25863243,0,0.195777805,0.121402248,0.092252553,0.055958219,0
RGI60-09.00589,53.38177315,80.17213715,0,0.128184867,0.072500342,0.045419766,0.026481774,0
RGI60-09.00592,52.94667097,80.33295386,0,0.015025276,0.013266831,0.004234335,0.002428952,0
RGI60-09.00596,56.0772228,80.3925405,0,0.017500245,0.01305736,0.004945131,0.002678842,0
RGI60-09.00599,55.13413461,80.40889946,0,0.004849096,0.004407169,0.002804658,0.001455205,0
RGI60-09.00600,55.25964914,80.39903599,0,0.002624366,0.00237227,0.000227804,0.000296036,0
RGI60-09.00601,55.28025468,80.41581705,0,0.001202877,0.001536328,0.000298852,0.000261115,0
RGI60-09.00602,57.44735836,80.16877511,1,0.002576042,0.007032323,0.002785925,0.001969307,0
RGI60-09.00603,58.11990041,80.17359858,1,0.001897816,0.004057333,0.00041562,0.000255452,0
RGI60-09.00607,58.21469817,80.20435942,1,0.028685863,0.027804066,0.015417017,0.011230003,2
RGI60-09.00608,57.86376372,80.16683079,1,0.051098778,0.03857142,0.032821144,0.021567565,0
RGI60-09.00610,58.35970008,80.29872654,1,0.200647176,0.107941987,0.134771534,0.040076849,0
RGI60-09.00611,58.48636476,80.4240388,1,0.109866436,0.064064665,0.128580474,0.032992165,0
RGI60-09.00612,54.74145082,80.44913678,0,0.014108098,0.013421546,0.005558108,0.003164243,0
RGI60-09.00613,54.74293068,80.40039546,0,0.007013074,0.005160374,0.006574246,0.002819625,0
RGI60-09.00614,54.80269779,80.42340676,0,0.00862356,0.008762296,0.002475323,0.001733915,0
RGI60-09.00615,54.59627539,80.38276168,0,0.003895534,0.003706679,0.001593215,0.001149858,0
RGI60-09.00618,54.48623407,80.40319218,0,0.002801298,0.003418873,0.00028034,0.000735791,0
RGI60-09.00619,54.50702394,80.41789456,0,0.002258225,0.002429534,0.000910545,0.00096769,0
RGI60-09.00621,54.57245826,80.45046161,0,0.004162077,0.004631755,0.001486873,0.001529718,0
RGI60-09.00622,55.01992179,80.48235039,0,0.02634678,0.018753465,0.021064942,0.009987506,0
RGI60-09.00624,54.79142694,80.47740012,0,0.009517586,0.009745603,0.003028071,0.002368477,0
RGI60-09.00625,54.88122858,80.51650117,0,0.008921725,0.008018843,0.007589784,0.005151018,0
RGI60-09.00626,54.27525883,80.49234958,0,0.012215215,0.011054092,0.006004864,0.003986304,0
RGI60-09.00627,54.18591769,80.53073371,0,0.038181068,0.032047995,0.012369378,0.006996317,0
RGI60-09.00628,54.34264716,80.44516682,0,0.013084314,0.011983931,0.002375104,0.001583447,0
RGI60-09.00629,54.41866801,80.47436743,0,0.006559512,0.005860714,0.001110022,0.000825043,0
RGI60-09.00630,54.19518215,80.44685576,0,0.018462321,0.013738737,0.014092183,0.007257692,0
RGI60-09.00631,53.99788792,80.45324263,0,0.003842426,0.003026367,4.54E-05,0.000375723,0
RGI60-09.00632,53.91462738,80.48004594,0,0.009678559,0.009029011,0.003320338,0.001955298,0
RGI60-09.00642,56.25180865,80.73433932,1,0.007876787,0.005872251,0.002592257,0.002923542,0
RGI60-09.00643,56.73142433,80.7287624,1,0.001470562,0.001600549,0.000257796,0.000146636,0
RGI60-09.00645,56.72678832,80.61931551,1,0.008493831,0.009034091,0.00457275,0.002706634,0
RGI60-09.00646,56.50271284,80.61614627,1,0.019030546,0.011944914,0.01228043,0.004076292,0
RGI60-09.00647,56.35651227,80.61759519,1,0.003464939,0.003436192,0.000376918,0.0003011,0
RGI60-09.00648,56.92939038,80.67456043,1,0.029522688,0.024825761,0.015723759,0.008545353,0
RGI60-09.00649,55.90482246,80.61438479,1,0.000961751,0.001718935,0.000376461,0.000275707,0
RGI60-09.00650,55.77885644,80.67329737,1,0.028751701,0.01704399,0.006210102,0.003032055,0
RGI60-09.00651,55.92154698,80.73153104,1,0.031415908,0.023226753,0.008679822,0.005250791,0
RGI60-09.00653,47.19344946,80.16373169,0,0.002029029,0.002353996,0.000332953,0.000249365,0
RGI60-09.00654,47.89466224,80.2900137,0,0.011153185,0.010678044,0.003330199,0.002430103,0
RGI60-09.00655,47.40782031,80.22105555,0,0.066991102,0.056357648,0.019099101,0.010356428,0
RGI60-09.00656,48.20261867,80.18824732,0,0.026776219,0.020602743,0.012111463,0.006287722,0
RGI60-09.00657,48.52384046,80.50484375,0,0.030080373,0.023517322,0.020477056,0.009191432,0
RGI60-09.00658,47.21579816,80.18632109,0,0.01093323,0.009086718,0.003185435,0.001955419,0
RGI60-09.00659,46.96974031,80.24477805,0,0.016695494,0.01234517,0.01196999,0.004689807,0
RGI60-09.00660,48.42918491,80.1098533,0,0.022973455,0.018788312,0.005897809,0.004124731,0
RGI60-09.00661,48.37256974,80.16528408,0,0.006282512,0.005194695,0.001079355,0.000688823,0
RGI60-09.00662,48.42435915,80.14849012,0,0.004230753,0.003659435,0.002133545,0.001197947,0
RGI60-09.00663,47.73500514,80.24536396,0,0.014625868,0.014609312,0.004671079,0.00273349,0
RGI60-09.00664,47.27492343,80.30865116,0,0.074344882,0.056414607,0.031743492,0.01711847,0
RGI60-09.00665,47.77914198,80.06105718,0,0.006415637,0.006508941,0.000315302,0.000639232,0
RGI60-09.00666,47.795344,80.29362008,0,0.011494413,0.012091353,0.002137284,0.001726636,0
RGI60-09.00667,47.31121026,80.18973432,0,0.002934642,0.003172621,0.000298003,0.000423712,0
RGI60-09.00668,47.07811695,80.16842014,0,0.001790034,0.00204543,0.000283958,0.000337103,0
RGI60-09.00669,51.46834046,80.73511919,0,0.026303612,0.023940248,0.023072501,0.009528261,0
RGI60-09.00670,49.67899207,80.38935076,0,0.081882799,0.061238341,0.056065164,0.026037431,0
RGI60-09.00671,49.05644887,80.37063119,0,0.150162844,0.119472098,0.087263094,0.039935473,0
RGI60-09.00672,48.54049123,80.31965183,0,0.093731772,0.070471813,0.075945883,0.039764101,0
RGI60-09.00673,48.56133305,80.26957203,0,0.016409592,0.014852747,0.007975356,0.003909942,0
RGI60-09.00674,48.83670209,80.26344822,0,0.044980752,0.041810683,0.011909645,0.012145535,0
RGI60-09.00675,48.93439258,80.20429756,0,0.065559139,0.046065342,0.019804051,0.012408536,0
RGI60-09.00676,48.90720743,80.16516896,0,0.036686702,0.028843074,0.00468438,0.004045722,0
RGI60-09.00677,48.70840129,80.15859357,0,0.007866055,0.006608816,0.001407289,0.001479704,0
RGI60-09.00678,48.52214461,80.1889349,0,0.043083742,0.037368277,0.028878074,0.01385308,0
RGI60-09.00679,48.15888445,80.12010645,0,0.096025689,0.06575199,0.043426025,0.01861756,0
RGI60-09.00680,47.9383471,80.0788047,0,0.049825828,0.043283478,0.00953379,0.005591599,0
RGI60-09.00681,47.81709481,80.11355128,0,0.05308402,0.042795573,0.013499594,0.011771163,0
RGI60-09.00682,47.98357887,80.15580979,0,0.007994802,0.008056473,0.00260447,0.001874758,0
RGI60-09.00683,48.09345088,80.16239109,0,0.015342811,0.014592827,0.004311263,0.003261276,0
RGI60-09.00684,48.02276992,80.24123795,0,0.082206743,0.055909313,0.023920835,0.012688428,0
RGI60-09.00685,47.59682822,80.2462446,0,0.013354832,0.013626655,0.003317068,0.002218099,0
RGI60-09.00686,47.05562368,80.20884239,0,0.047965189,0.034835642,0.017100203,0.008531003,0
RGI60-09.00687,46.85458183,80.2682732,0,0.010788473,0.008798881,0.003227548,0.002284114,0
RGI60-09.00688,46.92592303,80.32483379,0,0.027730275,0.013373724,0.01481911,0.008913445,2
RGI60-09.00690,47.58663589,80.28733224,0,0.032699478,0.029473761,0.015635359,0.009074791,0
RGI60-09.00691,48.13931848,80.31824499,0,0.058876684,0.0516169,0.021360546,0.012301612,0
RGI60-09.00692,48.31817573,80.40959688,0,0.065141471,0.045025201,0.02795122,0.017664667,0
RGI60-09.00693,48.21567496,80.46144566,0,0.039688692,0.025462933,0.013305556,0.010900447,0
RGI60-09.00695,48.78400351,80.48128672,0,0.081854986,0.052639617,0.061716388,0.016265506,0
RGI60-09.00696,49.29061479,80.55667601,0,0.122131375,0.076093398,0.055829249,0.036029361,0
RGI60-09.00697,50.32192,80.53478183,0,0.626112816,0.329993006,0.566725332,0.128605679,0
RGI60-09.00698,50.74400895,80.74317803,0,0.035418604,0.021258148,0.025310291,0.009379887,0
RGI60-09.00699,51.09211425,80.75256274,0,0.029859749,0.017672525,0.029955956,0.013017322,0
RGI60-09.00701,48.29184109,80.66746499,0,0.070206804,0.055047519,0.050687249,0.031813347,0
RGI60-09.00702,47.04228378,80.59238121,1,0.071114291,0.065611185,0.032912728,0.018884844,2
RGI60-09.00703,46.62349842,80.54410776,1,0.092717834,0.05145366,0.04098629,0.020138037,0
RGI60-09.00704,46.42664146,80.50453188,1,0.033350812,0.024056514,0.008037904,0.007315704,0
RGI60-09.00705,45.73352549,80.54810591,1,0.023804373,0.020628478,0.014897786,0.008138905,0
RGI60-09.00707,45.40388904,80.556306,1,0.041756171,0.029217062,0.024176599,0.011321276,0
RGI60-09.00708,45.89412127,80.64616518,1,0.225986472,0.070358239,0.226699726,0.064813314,0
RGI60-09.00709,55.23951348,80.83111875,0,0.054871951,0.040135966,0.033569316,0.011666865,0
RGI60-09.00710,55.77640306,80.79081492,0,0.006900429,0.005818802,0.001257353,0.00115298,0
RGI60-09.00711,55.50241564,80.81535573,0,0.004986225,0.002987494,0.001174542,0.001024284,0
RGI60-09.00712,55.86780647,80.78080205,0,0.003418391,0.003407419,0.000106376,0.000283756,0
RGI60-09.00713,55.65132613,80.7943138,0,0.00502208,0.003724044,0.000735779,0.00051582,0
RGI60-09.00714,54.81634741,80.83680578,0,0.021982318,0.016437224,0.006150154,0.00285354,0
RGI60-09.00715,55.03524042,80.74477578,0,0.018979015,0.011704141,0.013481761,0.006739009,0
RGI60-09.00716,55.39887959,80.7499542,0,0.010088311,0.00708444,0.005459975,0.003244307,0
RGI60-09.00717,54.53125022,80.79183485,0,0.00862018,0.005994389,0.004568865,0.002008578,0
RGI60-09.00718,55.04973511,80.86949102,0,0.01326273,0.010174363,0.000861541,0.000831762,0
RGI60-09.00719,55.6049713,80.7623721,0,0.018615846,0.015238818,0.012834574,0.00606679,0
RGI60-09.00720,55.19465292,80.748264,0,0.008011927,0.00588086,0.003598595,0.001704899,0
RGI60-09.00721,55.02165897,80.72610959,0,0.001870641,0.001740815,0.000381101,0.000246395,0
RGI60-09.00722,54.84927797,80.73047289,0,0.003960829,0.002939611,0.001475615,0.000785586,0
RGI60-09.00723,54.76515147,80.7419431,0,0.004552485,0.004160107,0.004096677,0.002092696,0
RGI60-09.00724,54.73272672,80.75893581,0,0.001300676,0.00134668,0.000176717,0.00026577,0
RGI60-09.00725,54.71918158,80.78976731,0,0.023527606,0.016916542,0.021010832,0.010322122,0
RGI60-09.00726,54.41503783,80.79069536,0,0.002688161,0.0028657,0.002133029,0.001187476,0
RGI60-09.00727,54.24739654,80.79357595,0,0.028249045,0.022647229,0.020832039,0.011656994,0
RGI60-09.00730,54.48087697,80.84514005,0,0.017773598,0.011653046,0.004189722,0.00267802,0
RGI60-09.00731,54.95248739,80.85612276,0,0.005010126,0.004789687,9.64E-05,0.000250032,0
RGI60-09.00734,58.89678019,80.80409932,0,0.06243528,0.045707582,0.0349665,0.020042736,0
RGI60-09.00735,58.43865409,80.75272324,0,0.100578304,0.059751933,0.049349083,0.025975417,0
RGI60-09.00736,58.07751869,80.80998849,0,0.059145944,0.040615258,0.013270132,0.00765591,0
RGI60-09.00737,58.32032947,80.84610654,0,0.052954378,0.018498945,0.013633253,0.010653848,0
RGI60-09.00738,58.54981885,80.86104203,0,0.005046217,0.005576215,0.001419077,0.001931146,0
RGI60-09.00739,58.77408606,80.86765524,0,0.006315154,0.006916958,0.003265528,0.002185426,0
RGI60-09.00743,62.05055944,80.7217646,1,0.107079155,0.078830585,0.071830597,0.032115957,0
RGI60-09.00744,61.47163265,80.51733049,1,0.38816194,0.12331556,0.541748681,0.031641147,0
RGI60-09.00746,60.26661782,80.46197739,1,0.150330899,0.04750289,0.104712227,0.008860908,0
RGI60-09.00747,59.50296796,80.63474534,1,0.185822307,0.070767964,0.162631499,0.021811128,0
RGI60-09.00748,60.70766591,80.79278854,1,0.001185831,0.001596204,0.001942835,0.001625275,0
RGI60-09.00750,61.30462227,80.81254382,1,0.137303644,0.059994997,0.15453853,0.01197034,0
RGI60-09.00752,50.83207914,80.86016074,0,0.056380003,0.041610879,0.01470455,0.010125878,0
RGI60-09.00755,58.26498287,81.07461488,0,0.004681665,0.004029274,0.001438472,0.001253748,0
RGI60-09.00759,58.64714194,81.00974192,0,0.031151106,0.021826428,0.017654327,0.011732561,0
RGI60-09.00760,58.51008205,80.9503077,0,0.003517682,0.004075188,0.004495777,0.002540263,0
RGI60-09.00761,58.40394837,80.94316843,0,0.001126976,0.001392828,0.001945569,0.001907835,0
RGI60-09.00762,58.23629415,80.96735464,0,0.004073367,0.003443797,0.000890612,0.001134578,0
RGI60-09.00763,58.19054326,80.97769252,0,0.002090381,0.002203287,0.000335059,0.000321925,0
RGI60-09.00764,58.10180168,81.05256887,0,0.026501153,0.021649212,0.010411886,0.007899746,0
RGI60-09.00765,57.29282762,80.92848049,0,0.089808814,0.063155513,0.03702331,0.018876852,0
RGI60-09.00766,57.37457309,80.86747148,0,0.009460706,0.009309881,0.001082377,0.001306815,0
RGI60-09.00767,58.00287507,80.87646031,0,0.00316474,0.00334582,0.000941948,0.000633966,0
RGI60-09.00771,57.78323116,80.83409098,0,0.030341993,0.024895821,0.018741878,0.011178201,0
RGI60-09.00772,57.92986483,80.866022,0,0.004155416,0.004281049,0.002744067,0.001887196,0
RGI60-09.00773,58.09291128,80.88797596,0,0.004346042,0.004178521,0.001938794,0.001272795,0
RGI60-09.00774,56.86197776,81.05811817,0,0.041673515,0.035198302,0.015485183,0.011580607,0
RGI60-09.00775,57.22501107,81.03501306,0,0.018126943,0.017957405,0.007924865,0.004765877,0
RGI60-09.00776,57.53486887,81.0179787,0,0.003888954,0.003451967,0.003371579,0.002963897,0
RGI60-09.00777,57.61287303,80.98602911,0,0.044815406,0.036346237,0.017489666,0.009426731,0
RGI60-09.00778,57.89457495,80.93660948,0,0.033935912,0.029785834,0.020704934,0.012496297,0
RGI60-09.00779,58.14230487,80.92509122,0,0.016502296,0.014285026,0.001898798,0.001585026,0
RGI60-09.00780,57.54321644,80.8386993,0,0.009295482,0.008936525,0.002508162,0.002200457,0
RGI60-09.00781,57.00659895,80.95344414,0,0.001274189,0.00174982,0.000226065,0.000168045,0
RGI60-09.00782,57.00212058,80.97411504,0,0.011563754,0.008401156,0.002377776,0.001521057,0
RGI60-09.00783,56.94569406,81.00091313,0,0.020440332,0.016776156,0.005815007,0.002874033,0
RGI60-09.00784,56.66171972,81.04229978,0,0.031206767,0.027794107,0.009445853,0.005176926,0
RGI60-09.00787,56.77583761,80.78399726,0,0.044519241,0.03402525,0.034092669,0.008653897,0
RGI60-09.00788,56.63979073,80.90738241,0,0.011984847,0.006401246,0.002789204,0.001411616,0
RGI60-09.00789,56.53925505,80.95018971,0,0.042815835,0.029479694,0.022243005,0.011224202,0
RGI60-09.00790,56.56874452,80.80046346,0,0.010819803,0.007106542,0.00394268,0.002179053,0
RGI60-09.00791,55.93406807,80.83304841,0,0.003352331,0.002719188,0.000840794,0.000563491,0
RGI60-09.00792,56.29199717,80.82667712,0,0.036234254,0.026066958,0.037165087,0.017396712,0
RGI60-09.00793,54.71447235,81.08453126,0,0.016248881,0.01143932,0.008529498,0.007541298,0
RGI60-09.00795,55.40799123,81.01288823,0,0.120312241,0.079587626,0.0341539,0.018090629,0
RGI60-09.00796,55.74735094,80.88383116,0,0.004080207,0.004229225,0.000871413,0.000807572,0
RGI60-09.00797,55.62543086,80.90799475,0,0.02417524,0.017281597,0.008753534,0.005252156,0
RGI60-09.00798,56.0292448,81.0065012,0,0.070252413,0.049983597,0.030914222,0.015658738,0
RGI60-09.00799,56.73728082,80.89955957,0,0.000864304,0.000806093,0.00070293,0.00063029,0
RGI60-09.00800,57.32594659,80.833741,0,0.018388241,0.016038022,0.003912394,0.002649148,0
RGI60-09.00801,57.64468229,80.77471575,0,0.079808197,0.046878724,0.067507779,0.034877567,0
RGI60-09.00802,55.90226889,80.87914026,0,0.041482659,0.028733734,0.016142776,0.008349367,0
RGI60-09.00803,54.87300372,80.99776427,0,0.075006374,0.045650323,0.035926882,0.020701493,0
RGI60-09.00804,54.57091565,80.99600558,0,0.011947554,0.009074312,0.00837631,0.006676732,0
RGI60-09.00805,54.55805884,81.04124716,0,0.007841602,0.004759255,0.001331849,0.001821925,0
RGI60-09.00807,64.9459885,80.8555431,1,0.220980292,0.081601898,0.129300337,0.064833746,0
RGI60-09.00808,60.66216777,80.92817122,1,0.068920089,0.065428283,0.074115588,0.039265923,0
RGI60-09.00809,57.22878351,81.15835407,0,0.010098597,0.008476952,0.005284621,0.00245331,0
RGI60-09.00810,57.35149685,81.11094518,0,0.011715273,0.009930349,0.006710176,0.003764658,0
RGI60-09.00812,57.79578216,81.15239956,0,0.037631823,0.02891874,0.019536033,0.009552889,0
RGI60-09.00813,57.62364435,81.11067587,0,0.019809447,0.017523341,0.009719294,0.004939556,0
RGI60-09.00814,57.08428757,81.13748513,0,0.0114334,0.009649757,0.004951268,0.00263739,0
RGI60-09.00815,57.51130234,81.19826507,0,0.06436422,0.046057884,0.021239496,0.010825612,0
RGI60-09.00818,50.71261822,81.11123368,0,0.108414222,0.049996914,0.009861633,0.037667102,0
RGI60-09.00820,60.06357436,81.2865798,0,0.101317473,0.076437384,0.044954288,0.02758693,0
RGI60-09.00822,56.54667008,81.25093373,0,0.023013635,0.019184592,0.008986385,0.005782769,0
RGI60-09.00823,57.20557213,81.34979184,0,0.01804963,0.015535386,0.004643156,0.002338942,0
RGI60-09.00824,57.02399279,81.37436383,0,0.010598904,0.009638326,0.003669776,0.003239995,0
RGI60-09.00826,56.86488213,81.36276506,0,0.021037302,0.017265962,0.007721748,0.004765967,0
RGI60-09.00827,57.41634661,81.31250809,0,0.040633517,0.033128863,0.01467225,0.008318425,0
RGI60-09.00829,57.01594307,81.2386521,0,0.129227818,0.092103788,0.082836066,0.042740664,0
RGI60-09.00830,56.41934265,81.17950771,0,0.011936471,0.010111305,0.004324365,0.002019468,0
RGI60-09.00831,56.2106068,81.21787052,0,0.077351217,0.061050172,0.028775903,0.014617965,0
RGI60-09.00834,55.7588563,81.19583417,0,0.012006282,0.011163665,0.003577002,0.002381002,0
RGI60-09.00836,55.67730083,81.24385638,0,0.009784199,0.004482226,0.00602859,0.003715188,0
RGI60-09.00837,56.0168973,81.28516911,0,0.034869762,0.022810715,0.007069421,0.004381486,0
RGI60-09.00838,56.2903013,81.26061151,0,0.02095881,0.017737367,0.005982727,0.003697157,0
RGI60-09.00839,56.57461284,81.28471919,0,0.015219524,0.011913276,0.005721464,0.007892517,0
RGI60-09.00840,56.54609798,81.33823901,0,0.037402144,0.029601429,0.036196893,0.018168973,0
RGI60-09.00841,58.91975274,81.31519032,0,0.060991662,0.045976158,0.054932945,0.032712259,0
RGI60-09.00842,59.69732035,79.98198669,0,0.095840168,0.06226679,0.110718881,0.042999118,0
RGI60-09.00843,59.13706078,79.97330959,0,0.037725295,0.023548718,0.044750982,0.02583942,0
RGI60-09.00844,59.21124166,80.05836875,0,0.030258121,0.02080703,0.025121332,0.02395815,0
RGI60-09.00845,57.06815507,81.44910228,0,0.011444202,0.009917471,0.005628068,0.003776403,0
RGI60-09.00846,57.04711457,81.50216444,0,0.023942116,0.017825677,0.011220495,0.005737336,0
RGI60-09.00847,57.25718533,81.45045155,0,0.017067368,0.016677607,0.001677536,0.001356353,0
RGI60-09.00848,57.3964059,81.52563541,0,0.027145539,0.018035436,0.017289333,0.011669264,0
RGI60-09.00849,57.92360153,81.4069405,0,0.112295169,0.091981319,0.080908043,0.044778073,0
RGI60-09.00850,62.0205976,81.55815578,0,0.155853202,0.096502802,0.078157414,0.048426775,0
