RGIId,lon,lat,do_we_have_an_observation_in_middle_fifth,Frontal_ablation_2000_to_2010_gt_per_yr_mean,Frontal_ablation_2000_to_2010_gt_per_yr_mean_err,Frontal_ablation_2010_to_2020_gt_per_yr_mean,Frontal_ablation_2010_to_2020_gt_per_yr_mean_err,Number_of_children
RGI60-05.12850,-30.51087089,68.16198484,0,3.71E-05,0.000258688,0,0,0
RGI60-05.12851,-30.96456418,68.20742754,0,0.002835723,0.001363542,0.003565281,0.001016383,0
RGI60-05.12853,-30.68702747,68.22271336,0,0.004041398,0.001457577,0.001671101,0.000795786,0
RGI60-05.12854,-30.54162343,68.20217415,0,0.002621254,0.001467039,0.002505391,0.000921703,0
RGI60-05.12856,-30.62778369,68.11895035,0,0.002233546,0.000802859,0.001672488,0.000624436,0
RGI60-05.12857,-30.79385319,68.1142691,0,0.004343041,0.001250139,0.005337475,0.001024956,0
RGI60-05.12860,-30.74784937,68.23314182,0,0.001474988,0.001937788,0.001259868,0.000535322,0
RGI60-05.12861,-30.59738773,68.21440752,1,0.000498092,0.000607286,0.000246067,0.000187386,0
RGI60-05.12862,-30.5391489,68.12332028,0,0.002816328,0.001198233,0.004702156,0.00138687,0
RGI60-05.12864,-29.97932301,68.25199663,0,0.000414439,0.000489305,0.000446544,0.000306154,0
RGI60-05.12869,-29.99718389,68.25046267,0,0.000225542,0.000331922,0.000288017,0.00019261,0
RGI60-05.12875,-29.89447834,68.24806909,0,0.000510231,0.000568855,0.000720324,0.000556263,0
RGI60-05.12876,-29.96907635,68.18951254,1,0.000855771,0.000575246,0.000428312,0.000334275,0
RGI60-05.12878,-29.86072525,68.24140487,0,0.002971656,0.000837803,0.000881801,0.000546008,0
RGI60-05.12881,-29.87121867,68.19878082,0,0.00061097,0.000774154,0.000327356,0.000203348,0
RGI60-05.12901,-32.22999659,67.89686729,0,0.00080497,0.000825889,0.002478456,0.001646897,0
RGI60-05.12902,-32.50517539,68.20971157,0,0.000612557,0.000591189,0.000463394,0.000419397,0
RGI60-05.12907,-32.66889896,68.49410594,0,0.007280515,0.002432569,0.005662941,0.000855797,0
RGI60-05.12939,-32.18954032,67.87209946,0,0.000695701,0.001462036,0.002263656,0.001650716,0
RGI60-05.12946,-33.00640853,67.69227063,0,0.000510346,0.000292959,0.000596209,0.000199144,0
RGI60-05.12952,-32.18413779,68.45762026,0,0.000447022,0.000538204,0.00014148,0.000155087,0
RGI60-05.12953,-32.16959102,68.48791914,0,0.000168181,0.00029337,0.000387012,0.000706934,0
RGI60-05.12957,-32.13269069,68.39132485,0,0.002474178,0.001040244,0.000927634,0.00045341,0
RGI60-05.12967,-29.61688267,68.29427192,0,0.000241235,0.000244904,0.000410024,0.000365902,0
RGI60-05.12987,-29.41845094,68.28366504,0,0.001590629,0.001545208,0.000400589,0.000430824,0
RGI60-05.12994,-29.77935952,68.34286506,0,8.92E-05,0.000313016,8.66E-05,0.000123461,0
RGI60-05.13043,-29.50989789,68.27990699,0,0.006224166,0.001838105,0.007808615,0.001589458,0
RGI60-05.13045,-29.49873993,68.26348918,0,0.002471438,0.002199512,0,0,0
RGI60-05.13046,-29.63009033,68.27349552,0,0.000130359,0.000110077,0.000288765,0.00020444,0
RGI60-05.13069,-29.21284123,68.31766392,0,0.001251069,0.001468429,0.000563105,0.00033977,0
RGI60-05.13071,-30.36505041,68.27234026,0,0.015341246,0.006421426,0.021479786,0.004848061,0
RGI60-05.13098,-29.14289952,68.32710655,0,0.0003826,0.001066285,0.00049404,0.000653668,0
RGI60-05.13099,-29.26820988,68.34500627,0,0.000611766,0.000807506,0.000107743,0.000101088,0
RGI60-05.13106,-29.15502651,68.35553954,0,0.001089504,0.001198676,0.000239786,0.000362304,0
RGI60-05.13115,-29.17892867,68.36597348,0,0.000184993,0.000248799,0.000137913,0.000158243,0
RGI60-05.13129,-29.37667882,68.32935729,1,0.001090571,0.000681372,0.000152501,0.000572451,0
RGI60-05.13130,-29.60164883,68.32237085,0,0.004509002,0.001633513,0.006663385,0.001177623,0
RGI60-05.13133,-29.2191603,68.3839767,0,0.00054918,0.000296248,0.000831559,0.00040018,0
RGI60-05.13215,-29.1270176,68.41237444,0,0.003028692,0.001104367,0.003928271,0.000918991,0
RGI60-05.13260,-28.32980957,68.49538978,0,0.000132606,0.000137667,4.83E-05,7.87E-05,0
RGI60-05.13292,-28.35542164,68.50298095,0,0.000196149,0.000202816,0,0,0
RGI60-05.13390,-27.35382697,68.60333568,0,4.12E-05,3.77E-05,4.20E-05,2.89E-05,0
RGI60-05.13398,-27.39552203,68.62194321,0,0.000122019,0.000305819,7.66E-05,9.83E-05,0
RGI60-05.13416,-28.37061136,68.54974068,0,0.002474817,0.000952052,0.001025182,0.00072037,0
RGI60-05.13426,-27.52690974,68.64506388,0,0.006190837,0.002130692,0.006156832,0.001661077,0
RGI60-05.13457,-27.8114617,68.5605287,0,0.008431475,0.003448677,0.007730011,0.003305671,0
RGI60-05.13467,-22.61434123,70.09166375,0,0.001511504,0.000451303,2.40E-05,0.000176403,0
RGI60-05.13471,-22.56854745,69.99790012,0,0.008251991,0.002178753,0.011549742,0.002771333,0
RGI60-05.13614,-22.54521988,70.09554862,0,0.000730656,0.000340956,7.30E-05,9.73E-05,0
RGI60-05.13616,-22.747316,70.07312551,0,0.004058602,0.001576268,0.004826708,0.001289571,0
RGI60-05.13619,-22.46063347,70.01500224,0,0.001784028,0.000844163,0.000776041,0.000785983,0
RGI60-05.13649,-22.5803592,70.09247204,0,0.001112231,0.000359292,0.000263888,0.000363407,0
RGI60-05.13659,-25.86341077,68.9378343,0,0.002801662,0.00136922,0,0,0
RGI60-05.13666,-26.41731263,68.80293132,0,0.018547134,0.005198153,0.037346071,0.007465726,0
RGI60-05.13696,-32.38914436,68.55295079,0,0.004509613,0.003578254,0.004922803,0.001259131,0
RGI60-05.13879,-36.21797688,65.9897141,0,0.005901988,0.00269353,0.005975167,0.002849,0
RGI60-05.13882,-36.8312563,66.3749607,0,0.000306785,0.00030371,0,0,0
RGI60-05.13884,-35.79379936,66.20538502,0,0.002028144,0.001210258,0.004322186,0.001886364,0
RGI60-05.13886,-36.01597702,66.09430037,0,0.004896705,0.003368648,0.004246705,0.002274452,0
RGI60-05.13888,-35.94413094,66.02514854,0,0.003620287,0.001827135,0.004450621,0.002784876,0
RGI60-05.13890,-36.11347528,65.97388283,0,0.009259736,0.006725625,0.00195241,0.000993884,0
RGI60-05.13897,-35.91381386,66.15115626,0,0.000809189,0.000546522,0.00385868,0.001940768,0
RGI60-05.13907,-36.54710248,66.08871934,0,0.021851099,0.012683729,0.01341123,0.008125445,0
RGI60-05.13912,-35.86654089,66.27297307,0,0.01246361,0.007952561,0.007001619,0.002957773,0
RGI60-05.13913,-35.83739456,66.24835652,0,0.003352222,0.002075664,0.001632777,0.000842225,0
RGI60-05.13914,-36.6665161,66.07209785,0,0.000972178,0.000750342,0.000291885,0.000308749,0
RGI60-05.13916,-36.96924366,66.32170203,0,0.005601182,0.002955719,0.003919892,0.002011835,0
RGI60-05.13918,-37.05227796,66.30073914,0,0.002998188,0.001777974,0.001436301,0.001135344,0
RGI60-05.13930,-36.67292301,66.09539982,0,0.034193597,0.013150204,0.026743814,0.009647035,0
RGI60-05.13934,-35.96167746,66.00125618,0,0.004070924,0.002386655,0.002297906,0.001178853,0
RGI60-05.13959,-35.72402606,66.43399491,0,7.86E-05,0.000211667,0.000202429,0.000916513,0
RGI60-05.13960,-35.78702516,66.28438012,0,0.000244603,0.000380961,0,0,0
RGI60-05.13978,-35.75239321,66.33565308,0,0.000352855,0.000301543,0.000140365,0.00013988,0
RGI60-05.13988,-35.88544176,66.39739157,0,0.000237642,0.000179131,5.68E-05,0.00023613,0
RGI60-05.13993,-35.82515942,66.38058869,0,0.000343147,0.000293669,0.000110483,0.000124207,0
RGI60-05.13994,-35.86899916,66.39353429,0,0.000811894,0.001244055,0.000141358,0.000274691,0
RGI60-05.13995,-36.3149469,66.08717324,0,0.081940985,0.0111641,0.084870716,0.009110022,0
RGI60-05.14147,-27.39528836,68.64387331,0,0.005857628,0.002300462,0.00770213,0.002252315,0
RGI60-05.14289,-25.76952009,69.00673502,0,0.005272963,0.001746317,0.003684833,0.001963611,0
RGI60-05.14387,-25.18074402,69.20500817,0,0.000797778,0.000475169,0.002157788,0.000755788,0
RGI60-05.14994,-22.44603133,70.10271264,0,0.00025765,0.000189546,0.000156696,0.00017668,0
RGI60-05.15250,-27.69293763,70.39269847,0,0.000462173,0.000426499,0.000264126,0.000258552,0
RGI60-05.15463,-26.65830428,70.87396671,0,0.000201,0.000218637,6.63E-05,0.000226088,0
RGI60-05.15467,-26.47215845,70.89293059,0,0.022724566,0.01076861,0.023993997,0.00428848,0
RGI60-05.15469,-26.81530892,70.8663528,0,0.002182933,0.00148839,0.000403804,0.000786152,0
RGI60-05.15471,-26.90800023,70.8695228,0,0.00014268,0.000160131,0,0,0
RGI60-05.15473,-26.77440133,70.86501716,0,0.000212554,0.000195155,0.000109793,3.97E-05,0
RGI60-05.15477,-27.17094726,70.82110038,0,0.000273945,0.000253757,0.000129437,0.000181546,0
RGI60-05.15547,-27.64992515,70.6279948,0,8.32E-05,0.000115683,3.71E-05,9.53E-05,0
RGI60-05.15579,-26.09387401,70.98146374,0,0.000317424,0.00024917,0.000106553,0.00019195,0
RGI60-05.15584,-26.19373886,70.95954076,0,0.00014649,0.000122403,7.12E-05,0.000120367,0
RGI60-05.15587,-26.33817475,70.92007238,0,0.000158455,0.000189755,9.66E-05,0.000103312,0
RGI60-05.15610,-25.73041926,70.98740173,0,0.002688357,0.001144971,0.001592269,0.000828418,0
RGI60-05.15612,-25.98379635,71.00423752,0,7.68E-05,0.00010591,0.000136867,0.000148225,0
RGI60-05.15697,-21.79320089,70.56484499,0,0.001198826,0.000870589,0.001753311,0.001185735,0
RGI60-05.15769,-21.73509791,70.70048095,0,6.11E-05,0.000163007,8.58E-05,8.60E-05,0
RGI60-05.15827,-21.85811296,70.73678109,0,0.002607531,0.001939888,0.004711126,0.003197138,0
RGI60-05.15834,-21.80469788,70.66550201,0,0.004324953,0.003249074,0.006101077,0.0030984,0
RGI60-05.15929,-27.99504269,71.52199143,0,0.000420104,0.000292277,6.88E-05,0.000222481,0
RGI60-05.15931,-28.13610043,71.51585042,0,6.17E-05,0.000148295,6.64E-05,0.000208326,0
RGI60-05.15936,-28.26561356,71.50770189,0,0.000183373,0.000233114,0.000203855,0.000230042,0
RGI60-05.16051,-26.22977969,71.48113449,0,7.53E-06,5.87E-05,1.08E-05,5.53E-05,0
RGI60-05.16052,-26.35160217,71.47286963,0,0.001105611,0.000922369,0.001415802,0.00110848,0
RGI60-05.16056,-26.14052295,71.46571454,0,4.23E-05,5.44E-05,1.34E-05,4.54E-05,0
RGI60-05.16059,-26.19055834,71.46253747,0,0.000109143,0.000102789,7.53E-05,0.000115369,0
RGI60-05.16060,-26.65323173,71.45239198,0,0.00059386,0.000523165,0.000608308,0.000483638,0
RGI60-05.16062,-26.72257157,71.4525324,0,0.006160226,0.006886416,0.009161551,0.007604795,0
RGI60-05.16095,-26.13832063,71.05929951,0,0.000366824,0.000311776,0,0,0
RGI60-05.16122,-26.38392151,70.99339554,0,6.87E-05,0.000109355,0,0,0
RGI60-05.16126,-26.43762191,70.9719409,0,3.56E-05,4.00E-05,0,0,0
RGI60-05.16130,-26.66676859,70.93739955,0,7.25E-05,7.90E-05,6.03E-05,6.26E-05,0
RGI60-05.16141,-25.70726679,71.42462611,0,0.00038097,0.000250629,0.00010276,0.000116215,0
RGI60-05.16175,-25.46486445,71.34877802,0,2.81E-05,4.00E-05,3.53E-05,6.46E-05,0
RGI60-05.16182,-25.52294309,71.3570918,0,0.000101761,0.000106343,5.87E-05,6.57E-05,0
RGI60-05.16189,-25.45546387,71.29029912,0,0.000733845,0.000942471,0.000821707,0.000678226,0
RGI60-05.16217,-21.93467313,70.95297933,0,0.001103375,0.000946724,0.001239555,0.000995715,0
RGI60-05.16232,-21.79843039,70.85956729,0,0.00227188,0.001760768,0.002791254,0.002115049,0
RGI60-05.16819,-27.72489667,71.90081972,0,0.000509184,0.00039022,0.000113686,0.000319,0
RGI60-05.16846,-21.93066,71.44475814,0,0.00813999,0.00557597,0.011181674,0.009443549,0
RGI60-05.16847,-22.15074256,71.47074934,0,0.001281865,0.000996512,0.001659779,0.001168213,0
RGI60-05.16849,-21.87841634,71.40808142,0,0.00932056,0.010075379,0.005668488,0.004456144,0
RGI60-05.16850,-22.19719372,71.43557285,0,0.000833488,0.000436458,0.000761502,0.000578,0
RGI60-05.16851,-22.27648343,71.40915734,0,0.001931736,0.001504389,0.002312034,0.001738798,0
RGI60-05.16856,-21.89229712,71.35514903,0,0.008180967,0.004448816,0.008623186,0.004841602,0
RGI60-05.16867,-21.98085997,71.45268227,0,0.002108257,0.001754114,0.002262916,0.001461342,0
RGI60-05.17070,-25.45850288,72.02389904,0,0.000692799,0.000894633,0.001299291,0.001019364,0
RGI60-05.17118,-25.42522477,72.09309294,0,0.019068419,0.015762822,0.00835243,0.01025847,0
RGI60-05.17994,-27.11219709,72.80029407,0,0.000191384,0.00016239,0,0,0
RGI60-05.18729,-22.71363445,72.34639038,0,0.001316471,0.001410003,0.003535303,0.002336835,0
RGI60-05.20280,-25.4835617,71.25324934,0,0.000351641,0.00026641,0.000408932,0.000293366,0
RGI60-06.00483,-16.27000656,64.11957923,0,0.107670189,0.105573164,0.046890918,0.028082525,0
RGI60-07.00006,16.3854336,76.95734032,0,0.004423877,0.004433026,0.010736934,0.004728801,0
RGI60-07.00025,23.50404682,79.33525552,1,0.304271103,0.279359056,0.528729022,0.235554561,0
RGI60-07.00026,24.45256312,79.34119757,1,0.268854674,0.176332552,0.671183526,0.074619941,0
RGI60-07.00027,25.24276097,79.44717853,1,0.507650193,0.123360722,6.096186495,0.227094689,0
RGI60-07.00028,25.57631755,79.5749045,1,0.084484068,0.061416909,0.100525887,0.036824533,0
RGI60-07.00029,26.1386963,79.66876785,1,0.306157175,0.135235828,0.628443766,0.06253716,0
RGI60-07.00030,26.63359768,79.76607758,1,0.072695765,0.038832771,0.131423781,0.028955151,0
RGI60-07.00031,26.97526493,79.85532578,1,0.085833916,0.043178033,0.18723388,0.022903071,0
RGI60-07.00035,21.55797483,80.10779595,0,0.063288771,0.034451117,0.087497647,0.018948277,0
RGI60-07.00036,20.70569391,80.2043952,1,0.01618294,0.016320085,0.008612487,0.004389258,0
RGI60-07.00042,21.49073794,79.8320017,0,0.087339637,0.015843389,0.104177162,0.003777159,0
RGI60-07.00060,27.04152562,79.92178117,1,0.056506411,0.034956823,0.049064283,0.013759855,0
RGI60-07.00061,27.06088568,79.99662623,0,0.028881855,0.023666982,0.016787285,0.010351788,0
RGI60-07.00062,26.56088214,80.12532016,1,0.263371306,0.13732866,0.602531317,0.091966144,0
RGI60-07.00064,20.81070135,79.40000021,0,0.009092796,0.009175907,0.002681928,0.004126057,0
RGI60-07.00067,20.37405707,79.56682793,0,0.008484342,0.009673857,0.000237273,0.003450562,0
RGI60-07.00072,28.06120527,80.06545649,1,0.125347957,0.056844111,0.042830645,0.018087337,0
RGI60-07.00224,17.42542331,77.33657207,0,0.005352518,0.004572627,0,0,0
RGI60-07.00228,14.76822231,77.46109507,1,0.024082237,0.014310234,0.00694929,0.005129799,0
RGI60-07.00238,16.33187298,77.1083855,0,0.041530747,0.026544624,0.077505297,0.041948091,0
RGI60-07.00239,15.92577991,77.10555912,0,0.029833348,0.017001002,0.050974044,0.008800312,0
RGI60-07.00240,15.64075221,77.03279005,1,0.021662869,0.010065689,0.037936055,0.007822741,0
RGI60-07.00242,15.13933841,77.16933326,1,0.075827915,0.029578669,0.12088353,0.014095809,0
RGI60-07.00244,15.76231189,77.11011885,1,0.113386435,0.025422474,0.136186439,0.007487378,0
RGI60-07.00250,17.2672617,77.14431329,0,0.019037465,0.015793688,0.023944934,0.006317672,0
RGI60-07.00251,17.31021961,77.20772844,0,0.010206236,0.007175827,0.00479038,0.00510391,0
RGI60-07.00254,16.05318679,76.95885918,0,0.005780559,0.006589433,0.006453401,0.003711121,0
RGI60-07.00257,16.14497486,76.95864487,0,0.001434969,0.001342102,0.000236313,0.000610848,0
RGI60-07.00258,16.20970885,76.93445729,0,0.003390833,0.002882108,0.001447954,0.001138783,0
RGI60-07.00259,16.29408754,76.89777048,0,0.017410526,0.018988532,0.050081407,0.024895208,0
RGI60-07.00265,16.47362605,76.71916318,0,0.038372041,0.032616588,0.1309063,0.038953788,0
RGI60-07.00275,18.02669939,77.87764632,1,0.048376245,0.018516572,0.080441086,0.027196041,0
RGI60-07.00276,18.21368845,77.84316333,1,0.016409151,0.012277584,0.010751205,0.004823886,0
RGI60-07.00277,18.29595216,77.8173715,0,0.006096708,0.005998291,0.006733326,0.003374088,0
RGI60-07.00285,13.8445998,78.31145061,0,0.013701742,0.017405132,0.009500283,0.00661407,0
RGI60-07.00294,17.90238667,77.55754548,1,0.026853666,0.017966282,0.022912448,0.006457321,2
RGI60-07.00296,17.50960659,77.60448076,1,0.105861623,0.031659071,0.169557486,0.025377357,0
RGI60-07.00298,16.39277559,77.42490446,1,0.01633652,0.01633652,0.018649808,0.026880299,6
RGI60-07.00299,16.80929292,76.7886133,0,0.123450625,0.063914392,0.043140364,0.019580945,0
RGI60-07.00301,14.71620125,77.21255426,1,0.021866246,0.030082892,0.049708992,0.02003444,0
RGI60-07.00315,18.21616975,77.64557677,1,0.041902973,0.026577795,0.033941213,0.012268903,0
RGI60-07.00318,17.32534058,77.41270078,1,0.007300332,0.006988947,0.00678064,0.00380032,0
RGI60-07.00319,17.27396679,77.38182004,0,0.06027897,0.020064325,0.099185755,0.028632182,0
RGI60-07.00320,17.2792023,77.08114504,0,0.007394421,0.006944612,0.00040798,0.00158141,0
RGI60-07.00321,17.23674392,77.24732124,0,0.035489529,0.020380354,0.022287893,0.014375164,0
RGI60-07.00324,16.68817785,77.05969908,0,0.105881934,0.040690239,0.17120317,0.024847663,0
RGI60-07.00422,17.42579431,77.57764222,0,0.017327119,0.010405728,0.039287757,0.016081071,0
RGI60-07.00424,25.31804163,80.20998756,0,0.025628455,0.023950616,0.023885232,0.012762852,0
RGI60-07.00425,24.92474382,80.22551303,1,0.183174093,0.033985443,0.249759613,0.01221033,0
RGI60-07.00429,18.7656875,78.1926393,0,0.014174367,0.009600186,0.014911433,0.006212063,2
RGI60-07.00439,17.28529153,77.286189,0,0.004101012,0.005374438,0.001059819,0.000528892,0
RGI60-07.00440,16.70096745,76.99084958,0,0.013115381,0.012622121,0.034222184,0.00475051,0
RGI60-07.00448,16.91930541,76.8607603,0,0.015422693,0.025683973,0.050064384,0.020294735,0
RGI60-07.00463,14.02847732,78.3613791,1,0.019568292,0.014296151,0.016124524,0.006484423,0
RGI60-07.00464,14.01994486,78.42268427,1,0.054242818,0.022372475,0.052637394,0.017098317,0
RGI60-07.00465,14.10606147,78.4876463,0,0.053847259,0.022907194,0.124190858,0.023729749,0
RGI60-07.00468,13.26857936,78.57716836,0,0.037166587,0.026740418,0.054178402,0.009661121,3
RGI60-07.00470,13.07087315,78.58453358,0,0.025676593,0.02218504,0.04329959,0.007496181,0
RGI60-07.00471,12.87561129,78.55051676,0,0.004420184,0.002957618,0.001683085,0.001082765,0
RGI60-07.00474,14.18985756,78.55767247,0,0.048716112,0.038829354,0.073599582,0.010961458,0
RGI60-07.00501,11.99969982,78.70501115,1,0.030857436,0.013181408,0.006891902,0.005676268,0
RGI60-07.00502,12.5121533,78.58271719,0,0.036297449,0.030569323,0.048449414,0.012246952,0
RGI60-07.00511,12.01703112,78.80246918,0,0.000737568,0.000737568,0.001736555,0.001396075,0
RGI60-07.00524,12.55981798,78.99358608,1,0.014689276,0.007796329,0.012457215,0.002182356,0
RGI60-07.00529,14.17068541,78.73147671,1,0.023183593,0.010205937,0.031008101,0.010236136,0
RGI60-07.00551,23.82719439,80.16425721,1,0.01769587,0.014165388,0.014130535,0.003242549,0
RGI60-07.00552,23.51646966,80.1053866,0,0.006748966,0.006921601,0.009879062,0.00539384,0
RGI60-07.00558,12.19285893,79.0321362,1,0.017749166,0.009430666,0.054123538,0.007015354,0
RGI60-07.00570,17.06013844,78.65614485,0,0.024390688,0.035805467,0.008682968,0.003913807,0
RGI60-07.00645,12.29073595,79.20773341,0,0.018771885,0.01084698,0.003871306,0.001644221,0
RGI60-07.00659,12.19135789,79.31441082,0,0.003348934,0.002847089,0.003967426,0.00188155,0
RGI60-07.00661,11.63328404,79.35237037,0,0.147629434,0.072671129,0.253671302,0.031024592,0
RGI60-07.00663,11.05814803,79.30940437,0,0.003833179,0.004479814,0.001006872,0.00230139,0
RGI60-07.00664,10.95526332,79.37214778,0,0.005424659,0.005655598,0.003193656,0.00204772,0
RGI60-07.00681,21.98656262,79.73027902,1,0.093281754,0.041184605,0.117745849,0.039311077,0
RGI60-07.00682,21.77931228,79.67192068,0,0.034892528,0.03435104,0.020145902,0.008515793,0
RGI60-07.00703,11.53435642,79.61827724,0,0.054264952,0.03146336,0.046674161,0.015782052,0
RGI60-07.00709,10.9595777,79.41850257,0,0.00012747,0.000485881,8.39E-05,5.42E-05,0
RGI60-07.00710,11.024747,79.45138722,0,0.019699774,0.018004622,0.027438758,0.010951323,0
RGI60-07.00711,10.98762809,79.47405301,0,2.61E-05,2.66E-05,0.000170668,0.00016553,0
RGI60-07.00712,10.92609728,79.49273893,0,0.00344889,0.00409593,0.002222761,0.002478359,0
RGI60-07.00714,10.9525349,79.53782696,0,0.008999977,0.009265211,0.004707453,0.00323859,0
RGI60-07.00715,11.26269669,79.54323374,0,0.026383065,0.011700201,0.019300957,0.003911637,0
RGI60-07.00721,11.34937497,79.69652135,0,0.01010976,0.009253912,0.006648303,0.003490087,0
RGI60-07.00724,11.25543468,79.56112262,0,7.11E-05,0.000437914,0.000193255,0.000199194,0
RGI60-07.00727,21.28293035,79.55362025,0,0.004231939,0.004843195,0.001447347,0.001530711,0
RGI60-07.00733,11.53436516,79.74379528,0,0.034520038,0.020547528,0.025470956,0.008779455,0
RGI60-07.00735,11.58439826,79.79107697,0,0.002367458,0.002758944,0.000245906,0.000183885,0
RGI60-07.00766,11.99277781,79.67959717,0,0.001461289,0.001748108,0.000306688,0.000190992,0
RGI60-07.00775,12.29164314,79.59672989,0,0.026324678,0.017283452,0.020352101,0.007256233,0
RGI60-07.00789,11.95267418,79.69089456,0,0.000373758,0.000573207,0.000213212,0.000244071,0
RGI60-07.00790,12.05760821,79.6474487,0,0.008160904,0.007633304,0.003409795,0.002425078,0
RGI60-07.00791,12.32841065,79.51704282,0,0.016121565,0.016112844,0.027016219,0.009685949,0
RGI60-07.00794,12.19587979,79.63896908,0,0.027027842,0.019813992,0.016529114,0.00709431,0
RGI60-07.00832,16.56537185,78.95952282,0,0.012882969,0.006352505,0.015516719,0.007287911,0
RGI60-07.00849,15.97609354,79.54410603,0,0.008078102,0.005974714,0.005368014,0.003283806,0
RGI60-07.00854,17.7786958,79.76439373,0,0.151043586,0.120891064,0.028406073,0.02260865,0
RGI60-07.00859,15.87512008,79.63973491,0,0.013781058,0.013544516,0.015743513,0.006484083,0
RGI60-07.00874,17.84585496,79.37960833,0,0.007398859,0.009915944,0.000779401,0.000852919,0
RGI60-07.00883,18.81945634,79.38774035,0,0.005705275,0.006043509,0.004071192,0.001978682,0
RGI60-07.00884,18.78917904,79.43736515,0,0.003775006,0.004404279,0.000228457,0.00102407,0
RGI60-07.00887,18.63729541,79.5322875,0,0.053161599,0.044050256,0.01285052,0.007086495,0
RGI60-07.00892,20.24707824,78.70861122,0,0.190552739,0.097090158,0.142198561,0.052027749,0
RGI60-07.00893,21.00647038,78.70106659,0,0.021993095,0.019404883,0.008664471,0.003629383,0
RGI60-07.00895,21.3705301,78.76729635,0,0.013048923,0.009614582,0.001253806,0.001670277,0
RGI60-07.00896,21.30036563,78.83165205,0,0.019056778,0.014819118,0.005670371,0.003689031,0
RGI60-07.00898,21.77092106,78.28084038,1,0.005961115,0.005760739,0.009485683,0.004428146,0
RGI60-07.00899,20.82300511,78.33700293,0,0.001983233,0.001508692,6.61E-05,0.000422019,0
RGI60-07.00903,18.77586916,78.36030859,0,0.026002581,0.025037281,0.036954978,0.019226985,3
RGI60-07.00909,21.20359727,79.53052165,0,0.01146399,0.011341528,0.003431538,0.002096233,0
RGI60-07.00910,21.0119461,79.53493376,1,0.020696885,0.009418918,0.01052008,0.002916554,0
RGI60-07.00945,23.85973708,77.63059173,0,0.051339677,0.038836994,0.02474311,0.014791516,0
RGI60-07.00984,19.98842889,78.97188241,0,0.021969669,0.018211076,0.003986446,0.003414102,0
RGI60-07.00985,19.81217717,79.00804956,0,0.014802488,0.014487812,0.000196551,0.000769118,0
RGI60-07.00986,19.6984652,79.05431445,0,0.020892805,0.015310758,0.014766609,0.005807903,0
RGI60-07.00990,18.83967977,79.2018571,0,0.000426867,0.000426517,0.000399711,0.00039978,0
RGI60-07.00993,19.20590693,79.14294967,0,0.002797695,0.002813967,0.002843808,0.002326026,0
RGI60-07.01100,14.50718681,77.79072197,1,0.013414622,0.007507816,0.013544326,0.002195985,0
RGI60-07.01325,11.94132145,79.7093463,0,0.000700262,0.001006621,3.54E-05,0.000132935,0
RGI60-07.01326,11.86672055,79.73812909,0,0.01047719,0.011475479,0.01082613,0.004887701,0
RGI60-07.01328,11.7518758,79.78299756,0,0.005677513,0.006295447,0.005339467,0.003226386,0
RGI60-07.01353,11.04116385,78.72648866,0,0.011503348,0.009083428,0.007427059,0.003918373,0
RGI60-07.01354,11.01025419,78.67538297,0,0.006774466,0.008606238,0.001271231,0.001134289,0
RGI60-07.01357,11.08609649,78.6258948,0,0.016309117,0.013581076,0.001996875,0.001869664,0
RGI60-07.01394,32.48206617,80.18504279,1,0.812529183,0.152530684,1.290223561,0.185185768,0
RGI60-07.01396,16.58947776,76.94600954,0,0.081761234,0.022734416,0.035771745,0.014907719,0
RGI60-07.01425,16.98795383,77.04820568,1,0.153117359,0.057253228,0.131006565,0.024979026,0
RGI60-07.01449,19.4657219,80.12213534,1,0.018747215,0.014353183,0.020474082,0.003423687,0
RGI60-07.01458,17.42449225,78.47395477,1,0.003101368,0.003101368,0.062002462,0.012317988,0
RGI60-07.01461,17.23771156,77.749775,1,0.001467032,0.001467032,0.004248192,0.002039899,3
RGI60-07.01463,17.50165949,77.48765816,1,0.002998497,0.017174224,0.089677293,0.027853458,0
RGI60-07.01464,12.63977405,78.86351947,1,0.170161153,0.025417334,0.305815764,0.01608516,4
RGI60-07.01468,18.17011169,77.72601483,1,0.013282455,0.007836891,0.020157509,0.011234827,0
RGI60-07.01477,19.44705986,80.06382573,1,0.059092862,0.034046323,0.100421137,0.009973905,0
RGI60-07.01482,12.63674591,78.93810523,1,0.100651484,0.023568229,0.096138418,0.009458764,0
RGI60-07.01487,16.48483002,78.88410524,0,0.019951421,0.013554556,0.045793185,0.014746562,0
RGI60-07.01488,20.38902401,79.80763733,1,0.048655369,0.037957403,0.042019394,0.011040461,0
RGI60-07.01492,11.95524391,79.1086528,0,0.02263734,0.017836576,0.021762741,0.007764358,0
RGI60-07.01493,12.19559432,79.26465699,0,0.010198244,0.00878157,0.006095183,0.002429236,0
RGI60-07.01494,12.50747291,79.50267471,0,0.11092914,0.037011175,0.147641545,0.009124192,0
RGI60-07.01499,20.80545968,79.81226863,1,0.04405231,0.015997802,0.055952798,0.012133435,0
RGI60-07.01500,18.54626233,79.24662023,0,0.015740146,0.018845639,0.009294523,0.004359998,0
RGI60-07.01503,18.76550385,79.3129507,0,0.009567608,0.009441733,0.009173597,0.004010962,0
RGI60-07.01505,21.57110009,78.53059223,0,0.04896917,0.035483496,0.016699889,0.014440691,0
